Product,Type,Release_Date,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor
AMD Athlon II X2 220,CPU,9/21/10,45,65,117,410,2800,AMD
AMD Opteron 4334,CPU,12/4/12,32,95,315,1200,3100,AMD
Intel Core i9-9940X,CPU,10/19/18,14,165,,,3300,Intel
Intel Core 2 Quad Q9400,CPU,8/10/08,45,95,81,456,2666,Intel
Intel Xeon E7-8891 v3,CPU,6/1/15,22,165,160,1400,2800,Intel
Intel Pentium 967,CPU,10/2/11,32,17,131,504,1300,Intel
Intel Core i9-9990XE,CPU,10/19/18,14,255,,,4000,Intel
Intel Core i7-1160G7,CPU,9/2/20,10,15,,,1200,Intel
AMD Athlon 900,CPU,6/5/00,180,50,120,37,900,AMD
Intel Celeron G460,CPU,12/12/11,32,35,131,504,1800,Intel
Intel Core i7-6700T,CPU,9/1/15,14,35,,,2800,Intel
AMD FX-6350,CPU,4/29/13,32,125,315,1200,3900,AMD
Intel Celeron G3900,CPU,9/1/15,14,51,150,1400,2800,Intel
Intel Pentium G850,CPU,5/22/11,32,65,131,504,2900,Intel
AMD EPYC 7742,CPU,8/7/19,7,225,74,3800,2250,AMD
Intel Core i7-4810MQ,CPU,1/20/14,22,47,177,1400,2800,Intel
Intel Core i9-9920X,CPU,10/19/18,14,165,,,3500,Intel
Intel Core 2 Duo E8600,CPU,8/8/08,45,65,107,410,3333,Intel
AMD Sempron LE-1150,CPU,8/1/07,65,45,,,2000,AMD
AMD Phenom II X6 1090T BE,CPU,4/27/10,45,125,346,904,3200,AMD
Intel Xeon 7130M,CPU,8/27/06,65,150,435,1328,3200,Intel
Intel Core i3-4160T,CPU,7/21/14,22,35,177,1400,3100,Intel
AMD Sempron 130,CPU,8/1/11,45,45,117,234,2600,AMD
Intel Atom N470,CPU,3/1/10,45,7,66,123,1834,Intel
AMD Sempron 3100+,CPU,5/3/05,90,62,,63,1800,AMD
Intel Core Duo LV L2500,CPU,9/3/06,65,15,90,151,1833,Intel
AMD Sempron 2300+,CPU,7/28/04,130,62,80,37,1583,AMD
AMD A10-5700,CPU,10/2/12,32,65,246,1178,3400,AMD
AMD A4-1350,CPU,10/18/13,32,8,246,1178,1000,AMD
Intel Pentium III 1000,CPU,6/1/01,180,29,80,44,1000,Intel
Intel Core i3-10100,CPU,4/30/20,14,65,,,3600,Intel
Intel Atom Z530,CPU,4/2/08,45,2,26,47,1600,Intel
Intel Xeon W3580,CPU,8/9/09,45,130,263,731,3333,Intel
Intel Core i5-9600KF,CPU,1/8/19,14,95,,,3700,Intel
AMD Athlon 64 3800+,CPU,5/23/06,90,62,183,154,2400,AMD
AMD Opteron 250,CPU,12/1/04,90,85,,106,2400,AMD
AMD Athlon 64 X2 4600+ EE,CPU,5/23/06,90,65,220,154,2400,AMD
Intel Core i5-2435M,CPU,9/1/11,32,35,149,624,2400,Intel
AMD Athlon XP 2200+,CPU,9/1/03,130,63,,63,1800,AMD
AMD Athlon 1200,CPU,10/17/00,180,66,120,37,1200,AMD
Intel Pentium III  800,CPU,6/1/01,180,38,80,44,800,Intel
AMD Athlon XP-M 2200+,CPU,1/1/01,130,45,101,63,1667,AMD
Intel Pentium 4-M 1.40,CPU,4/23/02,130,21,131,55,1400,Intel
Intel Core i3-2377M,CPU,9/1/12,32,17,149,624,1500,Intel
Intel Atom D510,CPU,12/21/09,45,13,66,176,1667,Intel
Intel Core i7-5775C,CPU,5/15/15,14,65,,,3300,Intel
Intel Core Duo T2250,CPU,5/1/06,65,31,90,151,1733,Intel
Intel Atom N455,CPU,6/1/10,45,7,66,123,1667,Intel
Intel Core i7-10510Y,CPU,8/21/19,14,9,,,1200,Intel
Intel Pentium D 840,CPU,5/26/05,90,130,206,169,3200,Intel
Intel Xeon E5-2609 v2,CPU,9/1/13,22,80,160,1400,2500,Intel
Intel Core 2 Duo E4600,CPU,10/21/07,65,65,111,167,2400,Intel
Intel Xeon E7-8893 v3,CPU,6/1/15,22,140,160,1400,3200,Intel
Intel Core i7-620M,CPU,1/7/10,32,35,81,384,2677,Intel
AMD Phenom II X3 B75,CPU,10/1/09,45,95,258,758,3000,AMD
AMD Athlon 64 3000+,CPU,4/27/04,130,89,144,69,1800,AMD
AMD Athlon 64 3200+,CPU,1/1/01,130,89,193,105,2200,AMD
Intel Xeon 3.06,CPU,7/14/03,130,97,237,286,3066,Intel
Intel Pentium 4 HT 520,CPU,6/21/04,90,84,109,125,2800,Intel
AMD Athlon 64 FX-51,CPU,9/23/03,130,89,193,105,2200,AMD
Intel Xeon E3-1280 v5,CPU,10/19/15,14,80,160,1400,3700,Intel
AMD Athlon II X3 455,CPU,12/7/10,45,95,169,300,3300,AMD
Intel Pentium 4 2.0,CPU,1/1/01,130,110,146,55,2000,Intel
AMD Ryzen 7 2700,CPU,4/19/18,12,65,192,4800,3200,AMD
Intel Core i7-9700KF,CPU,1/8/19,14,95,,,3600,Intel
Intel Celeron 2.30,CPU,3/31/03,130,73,146,55,2300,Intel
AMD Athlon 750,CPU,6/5/00,180,43,120,37,750,AMD
AMD Sempron 150,CPU,12/7/10,45,45,117,234,2900,AMD
AMD Athlon 1200,CPU,10/31/00,180,66,120,37,1200,AMD
Intel Core 2 Duo T7600G,CPU,12/27/06,65,35,143,293,2333,Intel
Intel Core i5-8420,CPU,9/1/18,14,65,,,2900,Intel
Intel Core i7-3970X,CPU,11/1/12,32,150,435,2270,3500,Intel
AMD Mobile Athlon 64 3400+,CPU,8/1/05,130,62,193,106,2200,AMD
AMD Opteron 6168,CPU,3/29/10,45,115,346,1800,1900,AMD
AMD Athlon X2 QL-65,CPU,12/1/08,65,35,,,2100,AMD
AMD Athlon XP 2800+ DTR,CPU,1/1/01,130,68,101,63,2083,AMD
Intel Atom E660,CPU,9/14/10,45,3,26,47,1300,Intel
Intel Core i5-3475S,CPU,6/1/12,22,65,160,1400,2900,Intel
AMD C-50,CPU,1/4/11,40,9,75,,1000,AMD
AMD Athlon 64 FX-74,CPU,11/30/06,90,125,235,227,3000,AMD
Intel Atom N280,CPU,6/3/08,45,3,26,47,1667,Intel
AMD Turion 64 ML-40,CPU,6/22/05,90,35,125,114,2200,AMD
Intel Celeron 2.80,CPU,11/3/03,130,73,146,55,2800,Intel
Intel Pentium G630T,CPU,9/4/11,32,35,131,504,2300,Intel
AMD Phenom II X3 B73,CPU,10/1/09,45,95,258,758,2800,AMD
AMD Ryzen 3 1300X,CPU,7/27/17,14,65,192,4800,3400,AMD
Intel Pentium M 715,CPU,6/23/04,90,21,84,140,1500,Intel
Intel Xeon 5150,CPU,6/26/06,65,65,,,2666,Intel
Intel Pentium D 840 EE,CPU,5/1/05,90,130,206,169,3200,Intel
AMD Athlon X2 4050e,CPU,4/21/08,65,45,126,154,2100,AMD
Intel Core i7-4790S,CPU,5/1/14,22,65,177,1400,3100,Intel
AMD Ryzen 5 PRO 3500U,CPU,4/8/19,12,15,210,4940,2100,AMD
Intel Xeon E3-1280,CPU,4/3/11,32,95,216,1160,3500,Intel
Intel Core 2 Duo U7600,CPU,4/27/07,65,10,111,293,1200,Intel
AMD Athlon XP 2400+,CPU,8/21/02,130,68,80,63,2000,AMD
AMD E1-2100,CPU,5/23/13,32,9,246,1178,1000,AMD
AMD EPYC 7401P,CPU,6/29/17,14,170,213,4800,2000,AMD
Intel Core i5-1135G7,CPU,9/2/20,10,28,,,2400,Intel
AMD Turion X2 Ultra ZM-87,CPU,6/1/08,65,35,,,2400,AMD
Intel Xeon 7140M,CPU,8/27/06,65,150,435,1328,3400,Intel
Intel Xeon E5-2650 v2,CPU,9/1/13,22,95,160,1400,2600,Intel
Intel Atom Z620,CPU,5/4/10,45,1,65,140,900,Intel
Intel Xeon 2.0,CPU,2/25/02,130,89,217,55,2000,Intel
AMD Phenom II X3 705e,CPU,6/2/09,45,65,258,758,2500,AMD
Intel Pentium 4 511,CPU,1/1/05,90,84,109,125,2800,Intel
AMD Athlon XP 3000+,CPU,1/1/01,130,68,101,63,2100,AMD
AMD Phenom II X3 700e,CPU,6/2/09,45,65,258,758,2400,AMD
AMD Opteron 842,CPU,9/9/03,130,82,193,106,1600,AMD
AMD Sempron 3000+,CPU,1/1/01,130,25,144,69,1800,AMD
Intel Pentium 4 1.8A,CPU,7/2/01,180,67,217,42,1800,Intel
Intel Core i5-8500T,CPU,4/2/18,14,35,,,2100,Intel
AMD Opteron X2 270 HE,CPU,12/1/05,90,55,,233,2000,AMD
Intel Xeon 7110M,CPU,8/27/06,65,95,435,1328,2600,Intel
AMD FX-8140,CPU,10/23/12,32,95,315,1200,3200,AMD
Intel Atom D2550,CPU,11/1/11,32,10,66,176,1867,Intel
Intel Celeron G3920,CPU,9/1/15,14,51,150,1400,2900,Intel
AMD Ryzen 5 3400G,CPU,7/7/19,12,65,210,4940,3700,AMD
Intel Core i3-8145U,CPU,10/1/18,10,28,123,,2100,Intel
AMD Athlon 64 X2 6000+,CPU,2/20/07,90,125,220,227,3000,AMD
AMD Ryzen 3 PRO 4350GE,CPU,7/21/20,7,35,,,3500,AMD
Intel Core 2 Duo E6600,CPU,7/27/06,65,65,143,291,2400,Intel
AMD EPYC 7272,CPU,8/7/19,7,120,74,3800,2600,AMD
Intel Core i3-8350K,CPU,10/5/17,14,91,,,4000,Intel
AMD Athlon 64 LE-1660,CPU,5/1/08,65,45,77,122,2800,AMD
Intel Pentium SU4100,CPU,9/1/09,45,10,107,410,1300,Intel
AMD Athlon 64 2800+,CPU,4/27/04,130,89,144,69,1800,AMD
AMD Turion X2 Ultra ZM-88,CPU,12/1/08,65,35,,,2500,AMD
Intel Pentium M 765,CPU,10/20/04,90,21,84,140,2100,Intel
Intel Core i3-350M,CPU,1/7/10,32,35,81,382,2267,Intel
Intel Xeon Platinum 8352V,CPU,4/6/21,10,195,,,2500,Intel
AMD Ryzen 5 5600G,CPU,4/13/21,7,65,,,3900,AMD
AMD Phenom X3 8400,CPU,3/27/08,65,95,285,450,2100,AMD
Intel Core i5-7500T,CPU,1/3/17,14,35,,,2700,Intel
Intel Core i7-8550U,CPU,8/21/17,14,15,123,,1800,Intel
AMD Ryzen Threadripper 1920X,CPU,8/10/17,14,180,213,9600,3500,AMD
Intel Core i5-1035G1,CPU,8/1/19,10,25,,,1000,Intel
Intel Celeron N2930,CPU,2/23/14,22,7,,,1830,Intel
Intel Pentium 4 2.4,CPU,5/6/02,130,92,146,55,2400,Intel
AMD EPYC 7551P,CPU,6/29/17,14,180,213,4800,2000,AMD
AMD Athlon XP-M 2000+,CPU,1/1/01,130,45,101,63,1533,AMD
Intel Core i3-2102,CPU,6/1/11,32,65,131,504,3100,Intel
AMD Ryzen 7 4700GE,CPU,7/21/20,7,35,,,3100,AMD
AMD A6-3400M,CPU,6/14/11,32,35,228,1178,1400,AMD
AMD EPYC 7451,CPU,6/29/17,14,180,213,4800,2300,AMD
Intel Atom Z510PT,CPU,3/2/09,45,2,26,47,1100,Intel
AMD Ryzen 7 PRO 3700U,CPU,4/8/19,12,15,210,4940,2300,AMD
AMD Athlon 64 X2 5200+,CPU,9/6/06,90,89,220,154,2600,AMD
AMD Athlon 64 X2 4200+,CPU,5/23/06,90,89,220,154,2200,AMD
Intel Pentium 4 HT 641,CPU,1/5/06,65,86,81,188,3200,Intel
Intel Core M-5Y10a,CPU,9/5/14,14,5,50,,800,Intel
AMD Athlon II X2 260,CPU,5/11/10,45,65,117,410,3200,AMD
Intel Pentium 4 HT 524,CPU,1/1/01,90,84,109,125,3060,Intel
AMD Opteron 840,CPU,5/18/04,130,82,193,106,1400,AMD
AMD Athlon 64 X2 4600+,CPU,4/22/08,65,65,126,154,2400,AMD
Intel Pentium 4-M 1.60,CPU,3/4/02,130,30,131,55,1600,Intel
Intel Pentium M 780,CPU,7/25/05,90,27,84,140,2260,Intel
AMD A8-3850,CPU,6/30/11,32,100,228,1178,2900,AMD
Intel Celeron G540T,CPU,9/4/11,32,35,131,504,2100,Intel
AMD Opteron 240 EE,CPU,2/14/04,130,30,193,106,1400,AMD
AMD Opteron 3380,CPU,12/4/12,32,65,315,1200,2600,AMD
Intel Core i7-640M,CPU,9/1/10,32,35,81,384,2800,Intel
Intel Xeon E5-2403 v2,CPU,9/1/13,22,80,160,1400,1800,Intel
Intel Pentium G640,CPU,6/3/12,32,65,131,504,2800,Intel
Intel Core 2 Duo U7500,CPU,4/27/07,65,10,111,293,1073,Intel
Intel Xeon E3-1230,CPU,4/3/11,32,80,216,1160,3200,Intel
Intel Pentium Dual-Core E2160,CPU,6/3/07,65,65,77,105,1800,Intel
Intel Pentium 997,CPU,9/1/12,32,17,131,504,1600,Intel
Intel Xeon Phi 7295,CPU,12/1/17,14,320,,8000,1500,Intel
AMD Athlon II X3 440,CPU,1/25/10,45,95,169,300,3000,AMD
AMD Phenom II X6 1055T (125W),CPU,4/27/10,45,125,346,904,2800,AMD
Intel Core i7-9750H,CPU,4/23/19,14,45,149,,2600,Intel
AMD Ryzen 3 PRO 1300,CPU,6/29/17,14,65,192,4800,3200,AMD
Intel Core i5-3470S,CPU,6/1/12,22,65,133,,2900,Intel
AMD Sempron 3100+,CPU,1/1/05,90,25,,63,1800,AMD
Intel Xeon 5148,CPU,6/26/06,65,40,,,2333,Intel
AMD Athlon XP-M 3000+,CPU,1/1/01,130,45,101,63,2200,AMD
Intel Core i5-7640X,CPU,6/26/17,14,112,,,3900,Intel
AMD Sempron 2600+,CPU,1/1/01,130,62,101,63,1833,AMD
AMD FX-8320E,CPU,9/2/14,32,95,315,1200,3200,AMD
AMD Athlon X2 5050e,CPU,10/21/08,65,45,126,154,2600,AMD
AMD Ryzen 5 PRO 2500U,CPU,1/8/19,14,15,246,,2000,AMD
Intel Core i5-4690K,CPU,6/2/14,22,88,177,1400,3500,Intel
Intel Core i7-4850EQ,CPU,8/29/13,22,47,264,1400,1600,Intel
AMD EPYC 7301,CPU,6/29/17,14,170,213,4800,2200,AMD
AMD EPYC 7551,CPU,6/29/17,14,180,213,4800,2000,AMD
Intel Core i5-4440,CPU,9/1/13,22,84,177,1400,3100,Intel
Intel Pentium G3460,CPU,7/21/14,22,54,177,1400,3500,Intel
Intel Celeron G5900,CPU,4/30/20,14,58,,,3400,Intel
AMD Athlon 1300,CPU,3/21/01,180,68,120,37,1300,AMD
Intel Xeon Phi 7210F,CPU,6/20/16,14,230,,8000,1300,Intel
Intel Core 2 Duo U7700,CPU,12/27/07,65,10,111,293,1333,Intel
Intel Xeon E7-8860,CPU,4/3/11,32,130,513,2600,2276,Intel
AMD Opteron 2350 HE,CPU,10/1/08,65,79,285,463,2000,AMD
Intel Xeon 3.06,CPU,3/10/03,130,89,217,55,3066,Intel
Intel Core i5-3610ME,CPU,6/1/12,22,35,118,,2700,Intel
AMD Athlon 64 1500+,CPU,11/7/05,90,9,84,69,1000,AMD
AMD Sempron 3100+,CPU,4/1/05,90,62,84,63,1800,AMD
AMD Sempron 3400+,CPU,5/23/06,90,62,103,81,1800,AMD
AMD Mobile Athlon 64 3200+,CPU,8/1/03,130,82,193,106,2000,AMD
AMD Athlon 3000G,CPU,11/20/19,14,35,148,4800,3500,AMD
Intel Xeon X5687,CPU,2/14/11,32,130,239,1170,3600,Intel
AMD Phenom X3 8850,CPU,10/21/08,65,95,285,450,2500,AMD
AMD Sempron 2200+,CPU,8/1/04,130,62,80,37,1500,AMD
Intel Pentium 4 1.9,CPU,8/27/01,180,69,217,42,1900,Intel
AMD Phenom X4 9600B,CPU,4/28/08,65,95,285,450,2300,AMD
AMD Opteron 842,CPU,12/1/04,90,85,,106,1600,AMD
AMD Athlon XP 1800+,CPU,6/10/02,130,51,80,37,1533,AMD
Intel Xeon Platinum 8180M,CPU,7/11/17,14,205,,8000,2500,Intel
Intel Core i3-2100T,CPU,2/20/11,32,35,131,504,2500,Intel
AMD Sempron 2600+,CPU,7/28/04,90,25,,63,1600,AMD
AMD Athlon XP 2500+,CPU,2/10/03,130,68,101,63,1833,AMD
Intel Pentium III  933,CPU,6/1/01,180,27,80,44,933,Intel
Intel Pentium P6100,CPU,9/26/10,32,35,81,384,2000,Intel
Intel Core 2 Duo U7700,CPU,2/27/08,65,10,111,293,1333,Intel
Intel Celeron G1101,CPU,1/7/10,32,73,81,382,2266,Intel
Intel Pentium M 760,CPU,1/19/05,90,27,84,140,2000,Intel
AMD Opteron 3350 HE,CPU,12/4/12,32,45,315,1200,2800,AMD
AMD Athlon 64 3200+,CPU,4/4/05,90,67,83,69,2000,AMD
Intel Xeon MP 7030 Dual-Core,CPU,12/1/05,90,135,213,200,2800,Intel
AMD A8-5557M,CPU,6/1/13,32,35,246,1178,2100,AMD
Intel Celeron 857,CPU,7/1/11,32,17,131,504,1200,Intel
AMD Ryzen 3 5300G,CPU,4/13/21,7,65,,,4000,AMD
Intel Pentium 4-M 2.50,CPU,4/16/03,130,35,131,55,2500,Intel
Intel Core i3-10325,CPU,3/16/21,14,65,,,3900,Intel
AMD EPYC 7542,CPU,8/7/19,7,225,74,3800,2900,AMD
AMD Athlon 64 3000+,CPU,5/23/06,90,62,183,154,1800,AMD
AMD E2-2000,CPU,1/6/13,40,18,75,,1750,AMD
Intel Pentium 4-M 1.90,CPU,6/24/02,130,32,131,55,1900,Intel
AMD Athlon 64 X2 3600+,CPU,12/5/06,65,65,126,154,1900,AMD
AMD EPYC 7402P,CPU,8/7/19,7,180,74,3800,2800,AMD
Intel Core i7-880,CPU,5/30/10,45,95,296,774,3066,Intel
Intel Pentium 4 HT 561,CPU,6/12/05,90,115,109,125,3600,Intel
Intel Pentium 4 HT 661,CPU,1/5/06,65,86,81,188,3600,Intel
Intel Pentium Dual-Core T4500,CPU,1/1/10,45,35,107,410,2300,Intel
Intel Core i5-655K,CPU,5/30/10,32,73,81,382,3200,Intel
AMD Opteron 144,CPU,6/30/03,130,85,193,106,1800,AMD
Intel Pentium 4 HT 2.8E,CPU,2/1/04,90,115,109,125,2800,Intel
Intel Core i7-11700,CPU,3/16/21,14,65,,,2500,Intel
Intel Xeon Platinum 9221,CPU,4/2/19,14,250,,8000,2100,Intel
AMD EPYC 7H12,CPU,9/18/19,7,280,74,3800,2600,AMD
Intel Core i5-9400F,CPU,1/8/19,14,65,,,2900,Intel
AMD Phenom II X2 B55,CPU,10/1/09,45,80,258,758,3000,AMD
AMD Athlon 64 LE-1600,CPU,10/8/07,90,45,3,154,2200,AMD
Intel Core i7-7820X,CPU,6/26/17,14,140,,,3600,Intel
AMD Opteron 148,CPU,11/17/03,130,89,193,106,2200,AMD
Intel Core i3-2328M,CPU,9/1/12,32,35,149,624,2200,Intel
Intel Core i5-4690,CPU,5/1/14,22,84,177,1400,3400,Intel
Intel Core i9-10940X,CPU,10/19/19,14,165,,,3300,Intel
AMD Athlon II X3 450,CPU,9/21/10,45,95,169,300,3200,AMD
Intel Xeon E3-1235,CPU,4/3/11,32,95,216,1160,3200,Intel
AMD Athlon 64 FX-76,CPU,11/1/06,90,125,235,227,3200,AMD
Intel Xeon E5-2670 v2,CPU,9/1/13,22,115,160,1400,2500,Intel
Intel Atom E640,CPU,9/14/10,45,3,26,47,1000,Intel
AMD Athlon 950,CPU,6/5/00,180,52,120,37,950,AMD
AMD Athlon X2 7850 BE,CPU,4/28/09,65,95,285,450,2800,AMD
Intel Core 2 Extreme QX9300,CPU,8/1/08,45,45,107,,2534,Intel
AMD Sempron 2600+,CPU,8/1/04,90,62,84,63,1600,AMD
Intel Xeon Phi 3110X,CPU,11/12/12,22,300,350,5000,1053,Intel
AMD EPYC 7702,CPU,8/7/19,7,200,74,3800,2000,AMD
Intel Celeron G1620,CPU,12/3/12,22,55,94,,2700,Intel
Intel Core 2 Duo E8400,CPU,1/1/08,45,65,104,410,3000,Intel
Intel Xeon L5506,CPU,3/30/09,45,60,263,731,2133,Intel
AMD Athlon 64 3500+,CPU,6/1/04,130,89,193,106,2200,AMD
Intel Xeon Phi 5110P,CPU,11/12/12,22,225,350,5000,1053,Intel
Intel Core i3-4330T,CPU,9/1/13,22,35,177,1400,3000,Intel
AMD Ryzen 5 5600X,CPU,11/5/20,7,65,,,3700,AMD
Intel Xeon Gold 5315Y,CPU,4/6/21,10,140,,,3200,Intel
AMD FX-8100,CPU,10/12/11,32,95,315,1200,2800,AMD
AMD Ryzen Threadripper 1940,CPU,7/29/17,14,180,213,9600,3200,AMD
Intel Xeon Phi 7120D,CPU,3/1/14,22,270,350,5000,1238,Intel
AMD Sempron 2800+,CPU,7/28/04,90,62,,63,1600,AMD
AMD Mobile Athlon 64 2800+,CPU,8/1/03,130,82,193,106,1800,AMD
AMD E1-1200,CPU,6/6/12,40,18,75,,1400,AMD
Intel Core i3-2340UE,CPU,6/1/11,32,17,149,624,1300,Intel
Intel Core i3-1005G1,CPU,8/1/19,10,25,,,1200,Intel
AMD Mobile Athlon 64 3000+,CPU,8/1/03,130,82,193,106,1800,AMD
Intel Xeon Platinum 8270,CPU,12/11/18,14,205,,8000,2700,Intel
AMD Sempron 3000+,CPU,7/15/05,90,25,,69,1800,AMD
Intel Atom Z560,CPU,6/1/10,45,2,26,47,2133,Intel
Intel Pentium G840,CPU,5/22/11,32,65,131,504,2800,Intel
AMD Phenom II X4 820,CPU,9/1/09,45,95,258,758,2800,AMD
AMD Opteron 43CX EE,CPU,12/4/12,32,35,315,1200,2200,AMD
AMD Ryzen 5 PRO 2400G,CPU,5/10/18,14,65,210,4950,3600,AMD
Intel Celeron G530,CPU,9/4/11,32,65,131,504,2400,Intel
AMD Ryzen 5 PRO 1500,CPU,6/29/17,14,65,192,4800,3500,AMD
AMD Phenom II X4 840T,CPU,9/1/10,45,95,346,904,2900,AMD
Intel Core i7-11700K,CPU,3/16/21,14,125,,,3600,Intel
Intel Pentium E5200,CPU,8/31/08,45,65,82,228,2500,Intel
AMD Athlon 64 3600+,CPU,6/1/04,130,89,193,106,2400,AMD
AMD Phenom X4 9100e,CPU,3/27/08,65,65,285,450,1800,AMD
Intel Pentium M 770,CPU,1/19/05,90,27,84,140,2130,Intel
Intel Core 2 Quad Q8200,CPU,8/31/08,45,95,82,456,2333,Intel
Intel Celeron G4920,CPU,4/3/18,14,51,,,3200,Intel
AMD Athlon 1333,CPU,3/21/01,180,70,120,37,1333,AMD
AMD Athlon 64 3200+,CPU,10/14/04,90,67,84,69,2000,AMD
AMD Turion X2 RM-77,CPU,12/1/08,65,35,,,2300,AMD
AMD Phenom II X4 910e,CPU,1/25/10,45,65,258,758,2600,AMD
Intel Atom D425,CPU,6/21/10,45,10,66,123,1834,Intel
AMD EPYC 7543P,CPU,3/15/21,7,225,,,2800,AMD
Intel Core i3-8120,CPU,9/1/18,14,65,,,3700,Intel
Intel Core Duo T2400,CPU,1/5/06,65,31,90,151,1826,Intel
Intel Pentium 4-M 1.50,CPU,4/23/02,130,26,131,55,1500,Intel
Intel Xeon MP 3.66,CPU,3/29/05,90,135,,,3667,Intel
Intel Xeon 2.66,CPU,11/18/02,130,89,217,55,2660,Intel
Intel Celeron D 326,CPU,9/22/04,90,73,109,125,2530,Intel
Intel Pentium Dual-Core E2180,CPU,8/26/07,65,65,77,105,2000,Intel
AMD Sempron 3000+,CPU,7/28/04,90,62,,63,1800,AMD
AMD A8-3510MX,CPU,6/14/11,32,45,228,1178,1800,AMD
Intel Xeon Platinum 8380H,CPU,4/6/21,14,250,,,2900,Intel
Intel Xeon Phi SE10X,CPU,11/12/12,22,300,350,5000,1100,Intel
AMD Phenom II X3 740 BE,CPU,9/1/09,45,95,258,758,3000,AMD
AMD Athlon Gold PRO 3150G,CPU,7/21/20,12,65,,,3500,AMD
AMD Opteron 252,CPU,2/14/05,90,92,,106,2600,AMD
Intel Core i5-6400,CPU,7/2/15,14,65,177,,2700,Intel
Intel Atom Z550,CPU,4/8/09,45,2,26,47,2000,Intel
AMD Athlon II X4 620,CPU,9/16/09,45,95,169,300,2600,AMD
AMD Ryzen Threadripper 1950X,CPU,8/10/17,14,180,213,9600,3400,AMD
Intel Xeon E5-2420 v2,CPU,9/1/13,22,80,160,1400,2200,Intel
AMD A6-5350M,CPU,6/1/13,32,35,246,1178,2900,AMD
AMD Phenom X4 9550,CPU,3/27/08,65,95,285,450,2200,AMD
Intel Core 2 Duo E7200,CPU,4/20/08,45,65,82,228,2533,Intel
Intel Xeon Platinum 8368Q,CPU,4/6/21,10,270,,,2600,Intel
Intel Core Duo ULV L2500,CPU,6/28/06,65,9,90,151,1200,Intel
Intel Mobile Pentium 4 HT 552,CPU,1/4/05,90,88,112,125,3467,Intel
Intel Xeon Platinum 8360H,CPU,4/6/21,14,225,,,3000,Intel
Intel Xeon E5-4610,CPU,5/14/12,32,130,435,2270,2400,Intel
Intel Celeron E3500,CPU,8/29/10,45,65,82,228,2700,Intel
Intel Core i7-3517U,CPU,6/3/12,22,17,118,,1900,Intel
Intel Xeon E3-1220L,CPU,4/3/11,32,20,131,504,2200,Intel
AMD Opteron X2150,CPU,5/29/13,28,22,,,1900,AMD
Intel Core i3-3225,CPU,9/3/12,22,55,118,,3300,Intel
AMD Phenom II X2 565 BE,CPU,12/7/10,45,80,258,758,3400,AMD
Intel Core i3-2105,CPU,5/22/11,32,65,,,3100,Intel
AMD Turion 64 ML-34,CPU,3/10/05,90,35,125,114,1800,AMD
Intel Core Duo LV L2400,CPU,1/5/06,65,15,90,151,1666,Intel
Intel Core i7-1068G7,CPU,8/1/19,10,28,,,2300,Intel
Intel Xeon Gold 6334,CPU,4/6/21,10,165,,,3600,Intel
Intel Celeron D 341,CPU,9/22/04,90,84,109,125,2930,Intel
AMD E2-1800,CPU,6/6/12,40,18,75,,1700,AMD
Intel Pentium 4 1.4,CPU,8/27/01,180,55,217,42,1400,Intel
Intel Pentium G860,CPU,9/4/11,32,65,131,504,3000,Intel
Intel Xeon 3.0,CPU,6/28/04,90,135,135,155,3000,Intel
AMD Athlon 64 3700+,CPU,6/1/04,130,89,193,105,2400,AMD
AMD E2-3000,CPU,5/23/13,32,15,246,1178,1650,AMD
AMD Athlon 64 3100+,CPU,4/21/08,65,25,77,122,2000,AMD
Intel Core i5-11600T,CPU,3/16/21,14,35,,,1700,Intel
Intel Celeron 787,CPU,7/1/11,32,17,131,504,1300,Intel
AMD Athlon XP 2600+,CPU,1/1/01,130,68,101,63,1917,AMD
Intel Xeon E3-1270 v2,CPU,5/14/12,22,69,160,1400,3500,Intel
Intel Core i5-10600,CPU,4/30/20,14,65,,,3300,Intel
AMD EPYC 74F3,CPU,3/15/21,7,240,,,2800,AMD
Intel Core i9-7960X,CPU,9/1/17,14,165,,,2800,Intel
AMD Athlon XP 1700+,CPU,1/1/01,130,50,80,37,1467,AMD
AMD Ryzen 9 3900X,CPU,7/7/19,7,105,74,3800,3800,AMD
AMD Opteron 150,CPU,5/18/04,130,89,193,106,2400,AMD
AMD Ryzen 3 4300GE,CPU,7/21/20,7,35,,,3500,AMD
Intel Pentium 4 HT 571,CPU,6/12/05,90,115,109,125,3800,Intel
Intel Core 2 Quad Q9450,CPU,3/25/08,45,95,107,820,2666,Intel
Intel Xeon E3-1245 v2,CPU,5/14/12,22,77,160,1400,3400,Intel
AMD FX-9370,CPU,7/6/13,32,220,315,1200,4400,AMD
Intel Pentium 4 HT 560,CPU,6/21/04,90,115,109,125,3600,Intel
Intel Core i5-10400,CPU,4/30/20,14,65,,,2900,Intel
AMD Athlon 64 3400+,CPU,1/1/01,90,67,83,69,2200,AMD
Intel Xeon 3.2,CPU,6/28/04,90,135,135,155,3200,Intel
Intel Pentium 4 HT 651,CPU,1/5/06,65,86,81,188,3400,Intel
AMD Athlon XP 2000+,CPU,9/1/03,130,60,,63,1667,AMD
AMD E-350,CPU,1/4/11,40,18,75,,1600,AMD
Intel Atom E680T,CPU,9/14/10,45,4,26,47,1600,Intel
